,product,title,rating,body
32,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),Amazing TV at this price range.,5.0,Display quality is top notch. Even though it's FHD. And for the sound quality. I also had issue with it. But first go in sound setting and turn on surround sound and dolby sound. And then feel the real sound this TV can provide. Earlier i had an issue with TV not being able to turn on by remote. But after reading the manual i cane to know that to turn on TV it uses IR blaster on remote like old days unlike bluetooth. So u have to point it directly to the right bottom of the TV. A splendid purchase for the price. Really happy. And the display is really punchy and colour accurate.
33,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),Again Amazing product from Oneplus team...,5.0,"Again good quality product deliver by oneplus . I m using mi tv past 2 years with lot of lagging while app to launcher switch. This tv has no problem faced still now . Remote working smoothly . Picture quality good .If u switch dolby digital plus, the  Sound quality of tv speakers is good. Also I connect ant sound bar to tv is amazing ( not great in mi tv ) . After update oneplus connect and chromecast working awesome. Tv valuable your money u wont regret...."
34,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),Can’t complain for 13k but expect little more from 1+!!,3.0,"Did a mistake of pre ordering it without even waiting for the review.1. The picture quality is not that great2. The interface has too much lags3. Audio quality is also not Upto the mark4. But has some of the coolest features5. Cannot complaint for 13k but expected a bit more improved product from oneplus ,I mean that’s what they are known for ; their speed and it certainly lacks in this tv."
35,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),Wast,1.0,Wast of money
36,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),Not value for money,1.0,"It's not a good tvSub standard product,picture was just ok.very slow interface.sound is very awful.if you look for a good tv.pls only buy prominent brands tv.very much disappointed with this purchase."
37,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),Job well done OnePlus,5.0,"Writing after a months review.Bought this TV as just to test !Amazing powerful small TV,  32 inch with nice picture quality. It does what it says....Most importantly it works amazing with Amazon Prime, Hotstar etc...Many TVs in this segment claim to be smart , but fail to perform. Surprisingly, TV tv is indeed a powerhouse which works without any lag..! Amazing work by OnePlus with just 1GB RAM.Honestly speaking, no TV can offer what this TV is offering in this price range !I have nothing to complain about this TV."
38,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),Not good product this range,1.0,When picture move fast then this TV not Handel picture quality.This TV sell without basic testing.On news channel button of TV news headline moving not Handel blur.Brightness feel your eye bad.Investment 1 or 2k more and buy lg TV.
39,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),Value for Money,5.0,"HONEST REVIEW AFTER USING FOR 2 DAYS.I received the TV on the date mentioned, inspite of the travel restrictions as my address was listed in a containment zone. Good job by the Amazon delivery in Kollam (Kerala).The product is really worth the money you spend. All features mentioned work. You just have to update it first. ""Picture quality"" is excellent. Chromecast (Screencast) works fine. OnePlus Connect works (you have to follow the instructions in the app). All apps are working fine( Hotstar, YouTube, Amazon Prime, Netflix).You can connect the Echo Dot to this Television and it works perfectly fine.""Sound quality"" is more than average compared to the negative reviews that have been mentioned. It is more than enough for the television. It will depend/vary on the platform you are using to view the videos.The Wall Mount was installed by the Service staff and they came at the correct time as agreed.OVERALLI am more than happy with the product. I was a bit skeptical about the product after ready all the negative reviews. But I have received a good product and it meets all the specifications mentioned by OnePlus. Great job by OnePlus in coming up with a budget TV."
40,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),They didn't give eco dot,1.0,"When I purchased this tv there is a offer of eco dot is free with it but they do legal fraud with customers which we can't do any think. Even when I said to customer center for writing complaint but they said we can't write complaint bcz we didn't violet terms and conditions it's really bad from Amazon India but about one plus tv picture quality is much better, sound is ok ok over all tv is good with this price range."
41,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),Bad installation service and support,2.0,"Average picture qualityBelow average sound qualitySometimes lagy software (hope fix next update)No issue on connectivityOveral worth for 13kInstallation...Very bad installation service for TVS EThey are aoutomaticaly change date to 5 timesNo customer support from amazon and oneplusAfter 5 times complaint,,,,Installation done..Poor service"
42,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),Not Useful Product - Bad Experience with Service,1.0,"Chronology of events:-==================22-Oct-20: Ordered and Amazon Delivered OnePlus Y Series 108cm(43inches) TV23-Oct-20: Installation was doneThe TV had issues as display goes blank, sound gets distorted after connecting with bluetooth, volume goes missing when TV is turned on.29-Oct-20: Technician visit request was raised within 10 days validity .31-Oct-20: Technician visited and checked the issue and further confirmed that issue exists in the TV but did not provide any Job Order/Receipt.I was unable to place a request for return/refund and did multiple follow ups with the technician again to share Job Order/Receipt but he refused and later did not pick up my call.I reported this incident to Amazon Call Support, and they asked me to open another service request due to inconvenience by the service provider and the return/refund of the product remains valid as the technician visit request was made within 10 days.31-Oct-20: 2nd time, Technician visit request was raised.01-Nov.-20: I did Follow Up-1 with Amazon Call Support and assured that technician will contact me within 24hrs.; but no success.02-Nov.-20: No response/visit from Technician.02-Nov.-20: I did Follow Up-2 with Amazon Call Support who contacted the service provider and assured that technician will contact within 48hrs.; but no success.05-Nov.-20: Still No response/visit from Technician.05-Nov.-20: I did Follow Up-3 with Amazon Call Support who asked me to open/re-schedule the technician visit request and the issue was explained and he transferred the call to Amazon Technical Support and issue was again explained and he transferred the call to Amazon TV Appliances Support and issue was again explained and he assured that installation team/ technician will contact within 48hrs, else I should again report the technician no show with Amazon Call Support. [Call duration was 56:05mins]05-Nov.-20: 3rd time, Technician visit again re-scheduled for 7th-Nov.-20.07-Nov.-20: Technician called to acknowledge the visit but when I pro-actively enquired him for a Job Order/Receipt, he refused..07-Nov.-20: I did Follow Up-4 with Amazon Call Support who contacted the service provider and updated me that Job Order/Receipt will be provided to Amazon directly by the Technician. I informed her the same inconvenience happened to me on the first Technician visit without giving me a copy of Job Order/Receipt and I am still not able to return the product without a Job Order/Receipt and She transferred the call to her senior and the issue was again explained and assured that technician will provide Job Order/Receipt within 48hrs.; but no success. [Call duration was 40:05mins] 07-Nov.-20: Technician visited and checked the issue and further confirmed that the issue exists in the TV (also took evidence of issue by taking recording clips with copy of invoice) but did not provide any Job Order/Receipt and called the owner of the service provider who further confirmed that issue will be reported by them to Amazon for return/refund by EndOfDay and I can do follow up with Amazon Support on 8th-Nov.-20 to initiate return/refund.8th-Nov.-20:I did Follow Up-5 with Amazon Call Support and issue was explained with request to initiate refund/return of TV and he transferred the call to Amazon Technical Support and issue was again explained; who finally initiated the return and full refund for the faulty product. [Call duration was 35:05mins]9th-Nov.-20: Amazon Return Pickup was done today. Conclusion: I am totally dis-satisfied with the product(TV) and Amazon Home service provided to me.Not Recommended."
